2.7,682.627,950.220
3.0,636.797,1007.056
3.3,650.063,1040.825
3.6,645.239,1102.032
4.0,633.179,1233.794
4.3,618.706,1233.794
4.9,613.882,1233.794
5.2,615.389,1233.794
5.5,926.250,1233.794
